VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE
1087,10610,17,10610_8_9_17,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,68,44,NA,27,39,61,NA,I-C,230,230,0,0.901960784,0.901960784,0
1088,10620,17,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,24,47,29,III-A,191,19,230,0.749019608,0.074509804,0.901960784
1089,10640,17,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,NA,79,33,67,NA,III-A,158,170,215,0.619607843,0.666666667,0.843137255
1090,10790,17,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,NA,84,90,10,NA,IV-A,57,194,207,0.223529412,0.760784314,0.811764706
1092,10810,17,10810_6_12_13_17,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,1978,NA,NA,1978,100,NA,NA,V-B,245,202,122,0.960784314,0.792156863,0.478431373
1093,10820,17,10820_12_15_16_17_23_24,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,815,NA,NA,815,100,NA,NA,V-B,216,6,73,0.847058824,0.023529412,0.28627451
1094,10860,17,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,NA,22,21,79,NA,I-C,137,68,101,0.537254902,0.266666667,0.396078431
1095,10870,17,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,NA,NA,329,100,NA,NA,V-A,52,154,184,0.203921569,0.603921569,0.721568627
1096,11030,17,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50,NA,NA,50,100,NA,NA,IV-A,174,250,255,0.682352941,0.980392157,1
1097,11040,17,11040_17,Mogollon Chaparral,Shrubland,50,NA,NA,50,100,NA,NA,IV-A,173,250,211,0.678431373,0.980392157,0.82745098
1098,11070,17,11070_17,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,153,52,NA,39,25,75,NA,III-A,115,255,223,0.450980392,1,0.874509804
1099,11080,17,11080_17,Sonora-Mojave Semi-Desert Chaparral,Shrubland,50,NA,NA,50,100,NA,NA,IV-A,255,197,173,1,0.77254902,0.678431373
1100,11150,17,11150_17,Inter-Mountain Basins Juniper Savanna,Conifer,815,428,553,186,23,43,34,III-B,137,112,68,0.537254902,0.439215686,0.266666667
1101,11240,17,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,201,NA,NA,201,100,NA,NA,V-A,132,140,173,0.517647059,0.549019608,0.678431373
1102,11250,17,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,NA,NA,117,100,NA,NA,IV-B,255,115,223,1,0.450980392,0.874509804
1103,11260,17,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,NA,NA,49,100,NA,NA,IV-A,230,0,169,0.901960784,0,0.662745098
1104,11270,17,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,225,NA,NA,225,100,NA,NA,V-A,194,158,215,0.760784314,0.619607843,0.843137255
1105,11350,17,11350_7_8_9_10_12_17_18,Inter-Mountain Basins Semi-Desert Grassland,Grassland,81,NA,NA,81,100,NA,NA,IV-A,185,174,211,0.725490196,0.682352941,0.82745098
1106,11450,17,11450_17,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,NA,NA,40,100,NA,NA,IV-A,0,197,255,0,0.77254902,1
