VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE
1304,14500,55,14500_55_58,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Riparian,100,483,3,3,3,1,96,I-A,209,255,179,0.819607843,1,0.701960784
1305,14530,55,14530_55_56,Central Florida Pine Flatwoods,Riparian,84,8941,2,2,3,1,96,I-A,150,245,103,0.588235294,0.960784314,0.403921569
1306,14540,55,14540_55_56_99,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Riparian,100,482,3,3,3,1,96,I-A,149,227,118,0.584313725,0.890196078,0.462745098
1307,14600,55,14600_55_56_99,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,126,NA,10,9,7,NA,93,I-B,168,10,0,0.658823529,0.039215686,0
1308,14610,55,14610_46_55_56_99,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,297,356,NA,162,55,45,NA,III-B,190,232,255,0.745098039,0.909803922,1
1309,14680,55,14680_46_55_58_99,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Riparian,58,23,16,8,14,35,51,I-B,68,79,145,0.266666667,0.309803922,0.568627451
1310,14730,55,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,NA,101,54,47,NA,53,III-A,102,119,205,0.4,0.466666667,0.803921569
1311,14740,55,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588235,0.725490196,0.921568627
1312,14800,55,14800_55_99,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,NA,NA,221,221,NA,NA,100,V-A,102,212,179,0.4,0.831372549,0.701960784
1313,14850,55,14850_55_99,East Gulf Coastal Plain Savanna and Wet Prairie,Savanna,164,511,3,3,2,1,97,I-A,255,217,120,1,0.850980392,0.470588235
1314,14890,55,14890_55_56_99,Floridian Highlands Freshwater Marsh,Riparian,5,69,NA,5,93,7,NA,II-A,240,255,94,0.941176471,1,0.368627451
1315,14900,55,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,NA,5,98,2,NA,II-A,255,235,0,1,0.921568627,0
1316,13300,56,13300_46_48_54_55_56_99,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,197,98,8,7,4,7,89,I-B,245,231,186,0.960784314,0.905882353,0.729411765
1317,13330,56,13330_56,South Florida Hardwood Hammock,Hardwood,174,387,NA,120,69,31,NA,IV-B,128,121,0,0.501960784,0.474509804,0
1318,13360,56,13360_56,Southwest Florida Coastal Strand and Maritime Hammock,Hardwood,NA,455,10,10,NA,2,98,I-B,247,115,255,0.968627451,0.450980392,1
1319,13370,56,13370_56,Southeast Florida Coastal Strand and Maritime Hammock,Hardwood,NA,245,16,15,NA,6,94,I-B,228,94,255,0.894117647,0.368627451,1
1320,13560,56,13560_55_56_99,Florida Longleaf Pine Sandhill,Conifer,190,14720,3,3,1,1,98,I-A,76,186,10,0.298039216,0.729411765,0.039215686
1321,13600,56,13600_56,South Florida Pine Rockland,Conifer,428,186,4,4,1,2,97,I-A,214,170,102,0.839215686,0.666666667,0.4
1322,13870,56,13870_55_56,Florida Peninsula Inland Scrub,Shrubland,33,1277,NA,33,97,3,NA,II-C,255,200,0,1,0.784313725,0
1323,14250,56,14250_56,Florida Dry Prairie,Grassland,2,38,19,2,85,5,10,II-A,255,214,214,1,0.839215686,0.839215686
1324,14450,56,14450_56,South Florida Dwarf Cypress Savanna,Savanna,119,74,36,20,17,27,56,I-C,224,0,123,0.878431373,0,0.482352941
1325,14460,56,14460_56,South Florida Pine Flatwoods,Conifer,50,1124,3,3,6,1,93,I-A,162,230,140,0.635294118,0.901960784,0.549019608
1326,14470,56,14470_56,South Florida Cypress Dome,Riparian,127,NA,10,9,7,NA,93,I-B,200,10,0,0.784313725,0.039215686,0
1327,14530,56,14530_55_56,Central Florida Pine Flatwoods,Riparian,84,8941,2,2,3,1,96,I-A,150,245,103,0.588235294,0.960784314,0.403921569
1328,14540,56,14540_55_56_99,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Riparian,100,482,3,3,3,1,96,I-A,149,227,118,0.584313725,0.890196078,0.462745098
1329,14600,56,14600_55_56_99,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,126,NA,10,9,7,NA,93,I-B,168,10,0,0.658823529,0.039215686,0
1330,14610,56,14610_46_55_56_99,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,297,356,NA,162,55,45,NA,III-B,190,232,255,0.745098039,0.909803922,1
1331,14700,56,14700_56,Caribbean Coastal Wetland Systems,Riparian,127,363,NA,94,74,26,NA,III-A,0,217,255,0,0.850980392,1
1332,14740,56,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588235,0.725490196,0.921568627
1333,14780,56,14780_56,Caribbean Swamp Systems,Riparian,1379,NA,NA,1379,100,NA,NA,V-B,92,237,201,0.360784314,0.929411765,0.788235294
1334,14800,56,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,NA,NA,221,221,NA,NA,100,V-A,102,212,179,0.4,0.831372549,0.701960784
1335,14830,56,14830_56,South Florida Everglades Sawgrass Marsh,Riparian,3,NA,76,3,96,NA,4,II-A,212,255,237,0.831372549,1,0.929411765
1336,14890,56,14890_55_56_99,Floridian Highlands Freshwater Marsh,Riparian,5,69,NA,5,93,7,NA,II-A,240,255,94,0.941176471,1,0.368627451
1337,14900,56,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,NA,5,98,2,NA,II-A,255,235,0,1,0.921568627,0
1338,10040,25,10040,North American Warm Desert Sparsely Vegetated Systems,Sparse,NA,NA,NA,NA,NA,NA,NA,NA,255,242,189,1,0.949019608,0.741176471
1339,10160,25,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,Conifer,435,195,2265,127,29,65,6,III-B,205,170,102,0.803921569,0.666666667,0.4
1340,10230,25,10230_14_15_24_25,Madrean Encinal,Conifer,125,191,33,23,18,13,69,I-C,0,167,132,0,0.654901961,0.517647059
1341,10240,25,10240_25_27,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer,60,30,11,7,12,23,65,I-B,167,189,30,0.654901961,0.741176471,0.117647059
1342,10250,25,10250_14_15_24_25_26,Madrean Pinyon-Juniper Woodland,Conifer,136,209,104,46,34,22,44,III-A,160,106,31,0.62745098,0.415686275,0.121568627
1343,10510,25,10510_15_16_17_22_23_24_25,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,90,77,14,11,12,14,74,I-B,190,210,255,0.745098039,0.823529412,1
1344,10520,25,10520_25,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,182,90,73,33,18,37,45,I-C,115,149,230,0.450980392,0.584313725,0.901960784
1345,10540,25,10540_15_25,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,396,108,10,9,2,9,89,I-B,168,56,0,0.658823529,0.219607843,0
1346,10590,25,10590_25,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,243,253,107,58,24,23,53,III-A,183,138,46,0.717647059,0.541176471,0.180392157
1347,10610,25,10610_15_25,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,43,20,110,12,28,61,11,I-B,230,230,0,0.901960784,0.901960784,0
1348,10740,25,10740_25_26,Chihuahuan Creosotebush Desert Scrub,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA,223,115,255,0.874509804,0.450980392,1
1349,10750,25,10750_25,Chihuahuan Mixed Salt Desert Scrub,Shrubland,706,805,NA,376,53,47,NA,V-A,244,191,0,0.956862745,0.749019608,0
1350,10770,25,10770_25_26,Chihuahuan Succulent Desert Scrub,Shrubland,160,NA,NA,160,100,NA,NA,IV-B,232,127,105,0.909803922,0.498039216,0.411764706
1352,10870,25,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,NA,NA,329,100,NA,NA,V-A,52,154,184,0.203921569,0.603921569,0.721568627
1353,10880,25,10880_12_13_14_25,Sonora-Mojave Mixed Salt Desert Scrub,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA,245,222,110,0.960784314,0.870588235,0.431372549
1354,10910,25,10910_25,Sonoran Mid-Elevation Desert Scrub,Shrubland,374,NA,NA,374,100,NA,NA,V-A,176,6,99,0.690196078,0.023529412,0.388235294
1355,10940,25,10940_25,Western Great Plains Sandhill Steppe,Shrubland,16,NA,NA,16,100,NA,NA,II-C,169,0,230,0.662745098,0,0.901960784
1356,11002,25,11002_25,Chihuahuan Mixed Desert and Thorn Scrub-Shrubland,Shrubland,841,NA,NA,841,100,NA,NA,V-B,245,162,122,0.960784314,0.635294118,0.478431373
1357,11003,25,11003_25,Chihuahuan Mixed Desert and Thorn Scrub-Steppe,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA,205,137,102,0.803921569,0.537254902,0.4
1358,11010,25,11010_25,Madrean Oriental Chaparral,Shrubland,41,NA,28,17,40,NA,60,I-C,116,212,180,0.454901961,0.831372549,0.705882353
1359,11040,25,11040_13_14_25,Mogollon Chaparral,Shrubland,77,NA,NA,77,100,NA,NA,IV-A,173,250,211,0.678431373,0.980392157,0.82745098
1360,11070,25,11070_25_28,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,50,171,NA,39,77,23,NA,III-A,115,255,223,0.450980392,1,0.874509804
1361,11080,25,11080_4_5_13_14_15_24_25,Sonora-Mojave Semi-Desert Chaparral,Shrubland,81,NA,NA,81,100,NA,NA,IV-A,255,197,173,1,0.77254902,0.678431373
1362,11090,25,11090_15_25,Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrubland,1049,NA,NA,1049,100,NA,NA,V-B,233,214,245,0.91372549,0.839215686,0.960784314
1363,11160,25,11160_15_25,Madrean Juniper Savanna,Conifer,136,208,106,46,34,22,44,III-A,207,157,143,0.811764706,0.615686275,0.560784314
1364,11190,25,11190_24_25,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,503,217,32,26,5,12,83,I-C,135,86,20,0.529411765,0.337254902,0.078431373
1365,11210,25,11210_25,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,NA,82,NA,82,NA,100,NA,III-A,255,221,216,1,0.866666667,0.847058824
1366,11220,25,11220_25,Chihuahuan Gypsophilous Grassland and Steppe,Grassland,65,NA,NA,65,100,NA,NA,IV-A,145,230,0,0.568627451,0.901960784,0
1367,11270,25,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,NA,NA,105,100,NA,NA,IV-B,194,158,215,0.760784314,0.619607843,0.843137255
1368,11330,25,11330_25,Chihuahuan Sandy Plains Semi-Desert Grassland,Grassland,896,NA,NA,896,100,NA,NA,V-B,229,221,133,0.898039216,0.866666667,0.521568627
1369,11350,25,11350_25,Inter-Mountain Basins Semi-Desert Grassland,Grassland,26,1011,NA,25,98,2,NA,II-C,185,174,211,0.725490196,0.682352941,0.82745098
1370,11460,25,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20,NA,21,10,52,NA,48,I-B,167,205,178,0.654901961,0.803921569,0.698039216
1371,11490,25,11490_25,Western Great Plains Shortgrass Prairie,Grassland,19,NA,NA,19,100,NA,NA,II-C,205,205,102,0.803921569,0.803921569,0.4
1372,11530,25,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,Shrubland,208,NA,NA,208,100,NA,NA,V-A,225,225,225,0.882352941,0.882352941,0.882352941
1373,11550,25,11550_25,North American Warm Desert Riparian Systems,Riparian,225,NA,NA,225,100,NA,NA,V-A,123,160,117,0.482352941,0.62745098,0.458823529
1374,11590,25,11590_25,Rocky Mountain Montane Riparian Systems,Riparian,272,NA,79,62,23,NA,77,III-A,123,124,93,0.482352941,0.48627451,0.364705882
1375,15030,25,15030_25_27,Chihuahuan Loamy Plains Desert Grassland,Grassland,15,NA,NA,15,100,NA,NA,II-B,199,215,158,0.780392157,0.843137255,0.619607843
1376,15040,25,15040_25_27,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Grassland,10,NA,NA,10,100,NA,NA,II-B,166,179,130,0.650980392,0.701960784,0.509803922
1377,10040,26,10040,North American Warm Desert Sparsely Vegetated Systems,Sparse,NA,NA,NA,NA,NA,NA,NA,NA,255,242,189,1,0.949019608,0.741176471
1378,10240,26,10240_26,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer,16,24,10,5,30,20,50,I-A,167,189,30,0.654901961,0.741176471,0.117647059
1379,10250,26,10250_14_15_24_25_26,Madrean Pinyon-Juniper Woodland,Conifer,136,209,104,46,34,22,44,III-A,160,106,31,0.62745098,0.415686275,0.121568627
1380,10540,26,10540_26,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,76,105,11,9,12,9,79,I-B,168,56,0,0.658823529,0.219607843,0
1381,10590,26,10590_26,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,29,32,35,11,36,33,31,I-B,183,138,46,0.717647059,0.541176471,0.180392157
1382,10740,26,10740_25_26,Chihuahuan Creosotebush Desert Scrub,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA,223,115,255,0.874509804,0.450980392,1
1383,10750,26,10750_26,Chihuahuan Mixed Salt Desert Scrub,Shrubland,610,NA,NA,610,100,NA,NA,V-B,244,191,0,0.956862745,0.749019608,0
1384,10760,26,10760_26,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA,229,69,99,0.898039216,0.270588235,0.388235294
1385,10770,26,10770_25_26,Chihuahuan Succulent Desert Scrub,Shrubland,160,NA,NA,160,100,NA,NA,IV-B,232,127,105,0.909803922,0.498039216,0.411764706
1386,10860,26,10860_26,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,14,NA,NA,14,100,NA,NA,II-B,137,68,101,0.537254902,0.266666667,0.396078431
1387,10940,26,10940_26,Western Great Plains Sandhill Steppe,Shrubland,22,NA,NA,22,100,NA,NA,II-C,169,0,230,0.662745098,0,0.901960784
1388,10950,26,10950_26_35,Apacherian-Chihuahuan Mesquite Upland Scrub,Shrubland,26,NA,28,13,52,NA,48,I-B,255,56,132,1,0.219607843,0.517647059
1389,11000,26,11000_26,Chihuahuan Mixed Desert and Thorn Scrub,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA,245,162,122,0.960784314,0.635294118,0.478431373
1390,11010,26,11010_26,Madrean Oriental Chaparral,Shrubland,41,NA,28,16,40,NA,60,I-C,116,212,180,0.454901961,0.831372549,0.705882353
1391,11110,26,11110_26,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,15,NA,15,7,51,NA,49,I-B,156,40,156,0.611764706,0.156862745,0.611764706
1392,11160,26,11160_26,Madrean Juniper Savanna,Conifer,24,27,46,10,41,37,22,I-B,207,157,143,0.811764706,0.615686275,0.560784314
1393,11190,26,11190_26,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,29,32,34,11,36,33,31,I-B,135,86,20,0.529411765,0.337254902,0.078431373
1394,11210,26,11210_26,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,15,37,NA,11,71,29,NA,II-B,255,221,216,1,0.866666667,0.847058824
1395,11220,26,11220_26,Chihuahuan Gypsophilous Grassland and Steppe,Grassland,NA,NA,NA,NA,NA,NA,NA,NA,145,230,0,0.568627451,0.901960784,0
1396,11460,26,11460_26,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,NA,NA,NA,NA,NA,NA,NA,NA,167,205,178,0.654901961,0.803921569,0.698039216
1397,11490,26,11490_26,Western Great Plains Shortgrass Prairie,Grassland,5,NA,NA,5,100,NA,NA,II-A,205,205,102,0.803921569,0.803921569,0.4
1398,11550,26,11550_26_35,North American Warm Desert Riparian Systems,Riparian,NA,NA,NA,NA,NA,NA,NA,NA,123,160,117,0.482352941,0.62745098,0.458823529
1399,11590,26,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,Riparian,270,NA,79,61,23,NA,77,III-A,123,124,93,0.482352941,0.48627451,0.364705882
1400,13930,26,13930_26_34,Edwards Plateau Limestone Shrubland,Conifer,48,NA,59,26,55,NA,45,I-C,255,203,125,1,0.796078431,0.490196078
1401,14951,26,14951_26_34,Western Great Plains Depressional Wetland Systems-Playa,Riparian,7,NA,NA,7,100,NA,NA,II-B,104,0,156,0.407843137,0,0.611764706
1402,15030,26,15030_26,Chihuahuan Loamy Plains Desert Grassland,Grassland,15,NA,NA,15,100,NA,NA,II-B,199,215,158,0.780392157,0.843137255,0.619607843
1403,15041,26,15041_26_34,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,Grassland,10,NA,NA,10,100,NA,NA,II-B,166,179,130,0.650980392,0.701960784,0.509803922
1404,15042,26,15042_26_34,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,Grassland,14,NA,75,12,84,NA,16,II-B,100,150,75,0.392156863,0.588235294,0.294117647
1405,10540,33,10540_33,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,511,159,30,24,5,15,80,I-C,168,56,0,0.658823529,0.219607843,0
1406,10590,33,10590_27_33,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,327,406,566,137,42,34,24,III-B,183,138,46,0.717647059,0.541176471,0.180392157
1407,11250,33,11250_20_29_30_31_33,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,92,NA,NA,92,100,NA,NA,IV-A,255,190,232,1,0.745098039,0.909803922
1408,10810,33,10810_27_33,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,237,NA,NA,237,100,NA,NA,V-A,245,202,122,0.960784314,0.792156863,0.478431373
1409,10860,33,10860_27_31_33,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,46,NA,NA,46,100,NA,NA,IV-A,137,68,101,0.537254902,0.266666667,0.396078431
1410,10940,33,10940_27_33,Western Great Plains Sandhill Steppe,Shrubland,23,NA,NA,23,100,NA,NA,II-C,169,0,230,0.662745098,0,0.901960784
1411,11070,33,11070_27_33,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,50,NA,NA,50,100,NA,NA,IV-A,115,255,223,0.450980392,1,0.874509804
1412,11110,33,11110_27_33,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,19,NA,24,11,56,NA,44,I-B,156,40,156,0.611764706,0.156862745,0.611764706
1413,11170,33,11170_33,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,461,NA,20,19,4,NA,96,I-C,255,85,0,1,0.333333333,0
1414,11260,33,11260_20_29_33,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,50,NA,NA,50,100,NA,NA,IV-A,230,0,169,0.901960784,0,0.662745098
1415,11320,33,11320_33,Central Mixedgrass Prairie,Grassland,15,NA,NA,15,100,NA,NA,II-B,112,168,112,0.439215686,0.658823529,0.439215686
1416,11470,33,11470_27_33,Western Great Plains Foothill and Piedmont Grassland,Grassland,24,NA,NA,24,100,NA,NA,II-C,137,205,102,0.537254902,0.803921569,0.4
1417,11490,33,11490_31_33,Western Great Plains Shortgrass Prairie,Grassland,21,NA,NA,21,100,NA,NA,II-C,205,205,102,0.803921569,0.803921569,0.4
1418,11590,33,11590_27_33,Rocky Mountain Montane Riparian Systems,Riparian,273,NA,80,62,23,NA,77,III-A,123,124,93,0.482352941,0.48627451,0.364705882
1419,11620,33,11620_27_33,Western Great Plains Floodplain Systems,Riparian,NA,27,NA,27,NA,100,NA,I-C,102,153,205,0.4,0.6,0.803921569
1420,13410,33,13410,Northwestern Great Plains Canyon,Sparse,NA,NA,NA,NA,NA,NA,NA,NA,196,178,156,0.768627451,0.698039216,0.611764706
1421,14950,33,14950_27_33,Western Great Plains Depressional Wetland Systems,Riparian,15,NA,NA,15,100,NA,NA,II-B,104,0,156,0.407843137,0,0.611764706
1422,10070,34,10070,Western Great Plains Sparsely Vegetated Systems,Sparse,NA,NA,NA,NA,NA,NA,NA,NA,255,235,190,1,0.921568627,0.745098039
1423,10940,34,10940_34,Western Great Plains Sandhill Steppe,Shrubland,42,NA,NA,42,100,NA,NA,IV-A,169,0,230,0.662745098,0,0.901960784
1424,11110,34,11110_34,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,15,NA,15,8,51,NA,49,I-B,156,40,156,0.611764706,0.156862745,0.611764706
1425,11190,34,11190_34,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,87,344,88,39,45,11,44,III-A,135,86,20,0.529411765,0.337254902,0.078431373
1426,11320,34,11320_32_34_35,Central Mixedgrass Prairie,Grassland,7,44,21,5,65,12,23,I-A,112,168,112,0.439215686,0.658823529,0.439215686
1427,11480,34,11480_34_35,Western Great Plains Sand Prairie,Grassland,13,NA,NA,13,100,NA,NA,II-B,245,218,169,0.960784314,0.854901961,0.662745098
1428,11490,34,11490_34_35,Western Great Plains Shortgrass Prairie,Grassland,14,NA,NA,14,100,NA,NA,II-B,205,205,102,0.803921569,0.803921569,0.4
1429,11620,34,11620_34,Western Great Plains Floodplain Systems,Riparian,76,NA,NA,76,100,NA,NA,IV-A,102,153,205,0.4,0.6,0.803921569
1430,13930,34,13930_26_34,Edwards Plateau Limestone Shrubland,Conifer,48,NA,59,26,55,NA,45,I-C,255,203,125,1,0.796078431,0.490196078
1431,14951,34,14951_26_34,Western Great Plains Depressional Wetland Systems-Playa,Riparian,7,NA,NA,7,100,NA,NA,II-B,104,0,156,0.407843137,0,0.611764706
1432,14952,34,14952_34,Western Great Plains Depressional Wetland Systems-Saline,Riparian,15,NA,NA,15,100,NA,NA,II-B,82,0,201,0.321568627,0,0.788235294
1433,15041,34,15041_26_34,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,Grassland,10,NA,NA,10,100,NA,NA,II-B,166,179,130,0.650980392,0.701960784,0.509803922
1434,15042,34,15042_26_34,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,Grassland,14,NA,75,12,84,NA,16,II-B,100,150,75,0.392156863,0.588235294,0.294117647
1435,13230,37,13230_32_36_37_44_45_98,West Gulf Coastal Plain Mesic Hardwood Forest,Hardwood,271,90,23,17,7,19,74,I-C,181,158,143,0.709803922,0.619607843,0.560784314
1436,13390,37,13390_36_37_98,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Hardwood,89,NA,24,19,21,NA,79,I-C,219,69,223,0.858823529,0.270588235,0.874509804
1437,13480,37,13480_37_45_98,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Conifer,630,783,4,4,1,1,98,I-A,112,127,0,0.439215686,0.498039216,0
1438,13710,37,13710_32_36_37_45_98,West Gulf Coastal Plain Pine-Hardwood Forest,Hardwood-Conifer,121,64,5,4,4,7,89,I-A,100,168,0,0.392156863,0.658823529,0
1439,13780,37,13780_37_44,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Hardwood-Conifer,159,390,5,5,3,1,96,I-A,209,217,0,0.819607843,0.850980392,0
1440,14220,37,14220_32_35_36_37,Southern Blackland Tallgrass Prairie,Grassland,3,171,35,2,91,2,7,II-A,255,127,127,1,0.498039216,0.498039216
1441,14280,37,14280_37_44,West Gulf Coastal Plain Northern Calcareous Prairie,Grassland,1280,7,7,3,1,52,47,I-A,255,0,110,1,0,0.431372549
1442,14290,37,14290_37_45,West Gulf Coastal Plain Southern Calcareous Prairie,Grassland,5,NA,28,4,86,NA,14,II-A,255,36,158,1,0.141176471,0.619607843
1443,14340,37,14340_37_98,Texas-Louisiana Coastal Prairie,Grassland,5,98,NA,5,95,5,NA,II-A,219,163,223,0.858823529,0.639215686,0.874509804
1444,14510,37,14510_37_98,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Riparian,144,177,2,2,2,1,97,I-A,68,242,0,0.266666667,0.949019608,0
1445,14580,37,14580_37_44_45_98,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Hardwood-Conifer,179,104,5,5,3,4,93,I-A,99,235,97,0.388235294,0.921568627,0.380392157
1446,14730,37,14730_32_37_44,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,393,257,49,37,10,15,75,III-A,102,119,205,0.4,0.466666667,0.803921569
1447,14740,37,14740_32_37_44_45_98,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,431,129,50,33,8,26,66,I-C,171,185,235,0.670588235,0.725490196,0.921568627
1448,14800,37,14800_36_37_44,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,1020,NA,685,410,40,NA,60,V-A,102,212,179,0.4,0.831372549,0.701960784
1449,14900,37,14900_37_98,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,11,NA,NA,11,100,NA,NA,II-B,255,235,0,1,0.921568627,0
1450,15060,37,15060_37_44,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Hardwood,308,130,38,27,9,21,70,I-C,38,115,0,0.149019608,0.450980392,0
1451,15190,37,15190_32_35_36_37,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,57,53,5,4,8,8,84,I-A,207,148,10,0.811764706,0.580392157,0.039215686
1452,13350,58,13350_55_58_60,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Hardwood,198,98,8,7,4,7,89,I-B,230,205,156,0.901960784,0.803921569,0.611764706
1453,13430,58,13430_58_60,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,479,382,43,36,8,9,83,III-A,168,112,0,0.658823529,0.439215686,0
1454,13460,58,13460_54_55_58,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Conifer,132,369,4,4,3,1,96,I-A,78,156,26,0.305882353,0.611764706,0.101960784
1455,13470,58,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,3,1,96,I-A,135,186,24,0.529411765,0.729411765,0.094117647
1456,13570,58,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.749019608,0.592156863,0.278431373
1457,13610,58,13610_58_60,Central Atlantic Coastal Plain Maritime Forest,Hardwood,357,119,113,50,14,42,44,III-A,237,0,229,0.929411765,0,0.898039216
1458,13820,58,13820_55_58,Southern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,69,882,14,12,17,1,82,I-B,186,130,255,0.729411765,0.509803922,1
1459,14260,58,14260_58,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland,8,14,NA,5,63,37,NA,I-A,100,0,70,0.392156863,0,0.274509804
1460,14490,58,14490_58_60,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Riparian,89,261,3,3,3,2,95,I-A,143,237,41,0.560784314,0.929411765,0.160784314
1461,14500,58,14500_55_58,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Riparian,100,483,3,3,3,1,96,I-A,209,255,179,0.819607843,1,0.701960784
1462,14520,58,14520_58_60,Atlantic Coastal Plain Peatland Pocosin and Canebrake,Riparian,14,16,NA,7,53,47,NA,I-B,255,125,0,1,0.490196078,0
1463,14590,58,14590_58,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Riparian,51,315,14,11,21,3,76,I-B,255,232,79,1,0.909803922,0.309803922
